,AgeAsOfSale,AgeGarageAsOfSale,Alley,BedroomAbvGr,BldgType,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFullBath,CentralAir,Condition1,ConditionIndex,EnclosedPorch,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageCars,GarageFinish,GarageType,GoodOpenPorch,GoodScreenPorch,GoodWoodDeck,HalfBath,HasAGoodPool,Heating,HouseStyle,KitchenAbvGr,LandContour,LandSlope,LotAreaGood,LotConfig,LotShape,MSSubClass,MSZoning,MasVnrType,MiscFeature,Neighborhood,PavedDrive,QualIndex,RoofStyle,SaleCondition,SalePrice,SoldIn2008,Street,TotRmsAbvGrd,Utilities,YearsSinceRemod
644,103,0.0,Grvl,3,1Fam,No,Unf,Unf,0.0,Y,Norm,19,0,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,0.0,None,None,1,0,1,1,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,70,RM,None,None,OldTown,N,42,Gable,Normal,,0,Pave,7,AllPub,3
645,88,0.0,None,2,1Fam,No,Unf,Unf,0.0,N,Norm,12,144,AsbShng,AsbShng,None,,0,BrkTil,1,Maj1,2.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,2,Inside,Reg,70,RM,None,None,OldTown,N,18,Gable,Normal,,0,Pave,5,AllPub,58
646,118,60.0,None,5,1Fam,Mn,Unf,Unf,0.0,Y,Norm,20,0,Wd Sdng,Wd Shng,None,Gd,1,BrkTil,2,Typ,2.0,Unf,Detchd,1,0,0,0,0,GasW,2Story,1,Lvl,Gtl,2,Inside,Reg,70,RM,None,None,OldTown,Y,69,Gable,Normal,,0,Pave,10,AllPub,9
647,49,0.0,None,2,1Fam,No,Rec,Unf,1.0,Y,Norm,22,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RM,BrkFace,None,OldTown,N,43,Gable,Normal,,0,Pave,5,AllPub,49
648,50,1.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RM,None,None,OldTown,Y,36,Gable,Normal,,0,Pave,5,AllPub,2
649,80,64.0,None,2,1Fam,No,LwQ,BLQ,0.0,Y,Norm,22,0,WdShing,Wd Shng,GdPrv,Po,1,BrkTil,1,Typ,1.0,Unf,Detchd,0,0,1,0,0,GasA,1Story,1,Bnk,Gtl,1,Inside,IR1,30,RL,None,None,BrkSide,Y,47,Gable,Normal,,0,Pave,5,AllPub,25
650,63,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,RRAn,20,0,Wd Sdng,Wd Sdng,None,,0,CBlock,1,Typ,1.0,Unf,Attchd,0,0,1,1,0,GasA,1.5Fin,1,Bnk,Gtl,1,Corner,IR1,50,RM,None,None,BrkSide,Y,71,Gable,Abnorml,,0,Pave,8,AllPub,58
651,73,15.0,None,3,1Fam,No,Rec,Unf,0.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,None,Gd,1,BrkTil,2,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RL,None,None,BrkSide,P,45,Gable,Normal,,0,Pave,6,AllPub,58
652,67,0.0,None,3,1Fam,No,ALQ,Unf,0.0,Y,Feedr,26,0,Wd Sdng,Wd Sdng,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,BrkSide,P,47,Gable,Normal,,0,Pave,6,AllPub,2
653,108,26.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Feedr,26,0,HdBoard,HdBoard,MnPrv,,0,BrkTil,1,Typ,1.0,Unf,Detchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,70,RM,None,Shed,BrkSide,Y,54,Gable,Normal,,0,Pave,6,AllPub,8
654,68,0.0,None,3,1Fam,No,ALQ,Unf,0.0,Y,Norm,24,0,Wd Sdng,Wd Sdng,GdPrv,Gd,1,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,1,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,BrkSide,Y,58,Gable,Normal,,0,Pave,6,AllPub,19
655,84,0.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,20,48,Wd Sdng,Wd Sdng,None,Fa,1,BrkTil,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,HLS,Gtl,1,Inside,Reg,30,RM,None,None,BrkSide,Y,45,Gable,Normal,,0,Pave,5,AllPub,5
656,71,67.0,None,3,1Fam,No,Rec,LwQ,0.0,Y,Norm,26,0,Wd Sdng,Wd Sdng,GdPrv,,0,BrkTil,2,Typ,1.0,Unf,Detchd,0,0,1,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,BrkSide,Y,56,Gable,Normal,,0,Pave,5,AllPub,8
657,69,0.0,None,2,1Fam,No,LwQ,Unf,0.0,Y,Norm,24,0,Wd Sdng,Wd Sdng,None,Gd,1,CBlock,2,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,2,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,BrkSide,Y,56,Gable,Normal,,0,Pave,7,AllPub,58
658,82,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,101,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Unf,1,Bnk,Mod,1,Inside,Reg,45,RM,None,None,BrkSide,Y,54,Gable,Normal,,0,Pave,6,AllPub,58
659,88,0.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Feedr,22,180,AsbShng,AsbShng,MnPrv,Gd,1,BrkTil,1,Typ,1.0,RFn,BuiltIn,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,FR2,IR1,50,RM,None,None,BrkSide,Y,43,Gable,Normal,,0,Pave,6,AllPub,11
660,62,0.0,None,2,1Fam,None,None,None,0.0,Y,Feedr,15,0,MetalSd,CBlock,MnPrv,,0,PConc,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,FR3,IR1,20,RM,None,None,BrkSide,Y,31,Gable,Abnorml,,0,Pave,4,AllPub,58
661,79,61.0,None,2,1Fam,No,BLQ,Unf,0.0,Y,Norm,24,80,MetalSd,MetalSd,None,,0,PConc,1,Typ,1.0,Unf,Detchd,1,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,BrkSide,Y,36,Gable,Normal,,0,Pave,6,AllPub,58
662,63,0.0,None,1,1Fam,None,None,None,0.0,N,Norm,19,0,Plywood,Plywood,None,,0,CBlock,1,Min2,1.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,30,RM,None,None,BrkSide,P,40,Gable,Normal,,0,Pave,6,AllPub,13
663,69,0.0,None,4,1Fam,Mn,Rec,LwQ,0.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,MnPrv,Gd,1,BrkTil,2,Min2,2.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,BrkSide,Y,69,Gable,Normal,,0,Pave,7,AllPub,58
664,85,37.0,None,4,1Fam,No,LwQ,Unf,0.0,Y,Artery,20,55,Wd Sdng,Wd Sdng,None,,0,BrkTil,2,Typ,2.0,Unf,Detchd,1,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,70,RM,None,None,OldTown,Y,45,Gambrel,Normal,,0,Pave,7,AllPub,58
665,93,55.0,Pave,4,1Fam,No,Unf,Unf,0.0,Y,Norm,26,0,VinylSd,VinylSd,None,,0,BrkTil,2,Typ,2.0,Unf,Detchd,1,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RL,None,None,BrkSide,Y,58,Gable,Normal,,0,Pave,8,AllPub,4
666,98,0.0,Grvl,5,2fmCon,Mn,Rec,Unf,0.0,Y,Norm,17,180,Wd Sdng,Wd Sdng,MnPrv,,0,PConc,2,Typ,1.0,None,Detchd,0,0,0,0,0,GasA,2.5Unf,1,Lvl,Gtl,1,Inside,Reg,60,RM,None,Shed,OldTown,Y,51,Gable,Normal,,0,Pave,8,AllPub,25
667,98,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,1,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,OldTown,N,58,Gambrel,Normal,,0,Pave,7,AllPub,58
668,78,0.0,None,1,1Fam,No,Unf,Unf,0.0,Y,RRNe,22,84,Stucco,Wd Shng,None,,0,BrkTil,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,30,RM,None,None,IDOTRR,N,58,Gable,Normal,,0,Grvl,4,AllPub,58
669,56,0.0,None,4,1Fam,No,Rec,Unf,0.0,Y,Norm,20,80,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Inside,Reg,70,RM,None,None,IDOTRR,Y,56,Gable,Abnorml,,0,Pave,7,AllPub,56
670,70,0.0,None,4,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,None,Gd,1,BrkTil,2,Min1,2.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Bnk,Gtl,1,Inside,Reg,50,RM,None,None,IDOTRR,Y,56,Gable,Normal,,0,Pave,9,AllPub,50
671,93,35.0,Grvl,2,1Fam,No,Unf,Unf,0.0,Y,Norm,16,117,HdBoard,HdBoard,None,,0,BrkTil,2,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,2,Inside,Reg,50,RM,None,None,IDOTRR,Y,43,Gable,Normal,,0,Pave,6,AllPub,30
672,83,68.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,VinylSd,VinylSd,None,,0,CBlock,1,Typ,2.0,Unf,Detchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,30,RM,None,None,IDOTRR,Y,56,Gable,Normal,,0,Pave,5,AllPub,16
673,83,60.0,None,3,1Fam,No,Rec,Unf,1.0,Y,Norm,20,0,Stucco,Stucco,MnPrv,Gd,1,PConc,2,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,IDOTRR,Y,56,Gable,Family,,0,Pave,6,AllPub,58
674,96,85.0,None,1,1Fam,No,Unf,Unf,0.0,Y,RRNe,20,0,Wd Sdng,Wd Sdng,None,,0,BrkTil,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,30,RM,None,None,IDOTRR,N,43,Gable,Family,,0,Pave,5,AllPub,17
675,93,0.0,Grvl,3,2fmCon,No,Unf,Unf,0.0,N,Norm,15,204,AsphShn,AsphShn,None,,0,PConc,2,Typ,0.0,None,None,0,0,0,0,0,GasA,2Story,2,Lvl,Gtl,2,Inside,Reg,190,RM,None,None,IDOTRR,N,22,Gable,Normal,,0,Pave,8,AllPub,58
676,61,0.0,None,3,1Fam,No,Unf,Unf,0.0,N,Feedr,22,122,VinylSd,VinylSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,Sawyer,Y,47,Gable,Abnorml,,0,Pave,6,AllPub,15
677,45,33.0,None,3,1Fam,Av,ALQ,Unf,1.0,Y,Feedr,20,0,HdBoard,Wd Sdng,MnPrv,,0,CBlock,1,Typ,2.0,Unf,Detchd,0,1,0,0,0,GasA,SFoyer,1,Lvl,Gtl,2,Corner,Reg,85,RL,None,None,Sawyer,Y,49,Gable,Abnorml,,0,Pave,6,AllPub,45
678,30,0.0,None,3,1Fam,Av,ALQ,Unf,1.0,Y,Norm,20,0,HdBoard,Plywood,None,Fa,1,CBlock,1,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,SLvl,1,Lvl,Gtl,2,Inside,Reg,80,RL,BrkFace,None,Sawyer,Y,56,Gable,Normal,,0,Pave,6,AllPub,30
679,41,0.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Norm,22,0,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,1.0,RFn,Attchd,0,0,1,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,None,Shed,Sawyer,Y,47,Gable,Normal,,0,Pave,6,AllPub,3
680,30,0.0,None,3,1Fam,Gd,ALQ,Unf,0.0,Y,Norm,24,0,HdBoard,HdBoard,GdWo,Po,1,CBlock,1,Typ,2.0,Fin,Basment,0,0,1,0,0,GasA,SFoyer,1,Lvl,Gtl,1,CulDSac,IR1,85,RL,BrkCmn,None,Sawyer,Y,58,Gable,Normal,,0,Pave,6,AllPub,30
681,41,0.0,None,3,1Fam,Mn,BLQ,Unf,0.0,Y,Norm,22,0,MetalSd,MetalSd,MnPrv,,0,CBlock,1,Typ,1.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,IR1,20,RL,BrkFace,None,Sawyer,Y,45,Gable,Normal,,0,Pave,6,AllPub,41
682,24,0.0,None,2,1Fam,Av,LwQ,ALQ,1.0,Y,Norm,20,0,VinylSd,VinylSd,None,,0,PConc,1,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,SFoyer,1,Lvl,Gtl,1,CulDSac,IR1,85,RL,None,None,Sawyer,Y,47,Gable,Normal,,0,Pave,5,AllPub,24
683,88,0.0,None,3,2fmCon,No,BLQ,Unf,1.0,Y,Feedr,16,190,BrkFace,Stucco,None,,0,PConc,1,Typ,2.0,Unf,CarPort,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,190,RL,None,None,Sawyer,Y,45,Gable,Alloca,,0,Pave,6,AllPub,58
684,45,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Feedr,26,0,VinylSd,VinylSd,None,,0,CBlock,1,Typ,1.0,Fin,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,Sawyer,Y,47,Gable,Normal,,0,Pave,6,AllPub,5
685,52,0.0,None,1,1Fam,Gd,GLQ,Unf,1.0,Y,PosA,22,231,HdBoard,HdBoard,None,TA,1,CBlock,1,Typ,2.0,Unf,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,None,None,Sawyer,Y,56,Gable,Normal,,0,Pave,4,AllPub,52
686,48,0.0,None,3,1Fam,Mn,Rec,Unf,1.0,Y,Norm,22,0,Plywood,Plywood,None,TA,2,CBlock,2,Mod,2.0,Unf,Basment,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,Reg,190,RL,Stone,None,ClearCr,Y,45,Flat,Abnorml,,0,Pave,7,AllPub,48
687,67,32.0,None,2,1Fam,No,ALQ,Unf,1.0,Y,Norm,22,0,Wd Sdng,Wd Sdng,MnPrv,,0,BrkTil,1,Min1,3.0,Unf,2Types,0,0,0,1,0,GasA,1.5Fin,1,Lvl,Gtl,1,Corner,Reg,50,RL,None,None,Sawyer,N,47,Gable,Normal,,0,Pave,6,AllPub,35
688,38,9.0,None,3,1Fam,Av,ALQ,Unf,0.0,Y,Norm,26,0,HdBoard,HdBoard,MnPrv,,0,PConc,1,Typ,3.0,Unf,2Types,0,0,0,0,0,GasA,SLvl,1,Lvl,Gtl,2,Inside,Reg,80,RL,None,None,Sawyer,Y,49,Hip,Normal,,0,Pave,5,AllPub,38
689,29,0.0,None,3,1Fam,Gd,GLQ,Unf,1.0,Y,Norm,20,0,Plywood,Plywood,None,Gd,2,CBlock,2,Typ,2.0,Fin,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,3,CulDSac,IR1,20,RL,None,None,ClearCr,Y,71,Gable,Normal,,0,Pave,7,AllPub,29
690,60,0.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,BrkFace,Plywood,None,Gd,1,CBlock,1,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RL,None,None,Edwards,Y,69,Gable,Normal,,0,Pave,5,AllPub,58
691,68,0.0,None,2,1Fam,Gd,ALQ,Unf,1.0,Y,Norm,19,0,VinylSd,VinylSd,None,Gd,2,PConc,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,30,RL,None,None,Edwards,Y,38,Flat,Normal,,0,Pave,5,AllPub,1
692,52,0.0,None,3,1Fam,Av,Rec,Unf,1.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,MnPrv,TA,1,CBlock,1,Typ,1.0,Unf,Attchd,0,1,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,Edwards,Y,47,Hip,Normal,,0,Pave,6,AllPub,52
693,33,0.0,None,2,Duplex,Av,GLQ,Unf,1.0,N,Norm,13,0,HdBoard,HdBoard,None,,0,PConc,1,Typ,0.0,None,None,0,0,0,0,0,GasA,SFoyer,1,Lvl,Gtl,1,Inside,Reg,90,RL,None,None,Edwards,Y,42,Gable,Normal,,0,Pave,4,AllPub,33
694,46,0.0,None,3,1Fam,No,Rec,Unf,0.0,Y,Norm,20,0,VinylSd,VinylSd,GdWo,,0,CBlock,1,Typ,1.0,Unf,Detchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,60,RL,BrkCmn,None,Edwards,Y,58,Gable,Normal,,0,Pave,7,AllPub,7
695,13,0.0,None,4,1Fam,No,LwQ,Unf,0.0,Y,Norm,24,0,HdBoard,HdBoard,GdPrv,TA,1,PConc,2,Typ,2.0,Fin,BuiltIn,0,1,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Corner,IR3,60,RL,BrkFace,None,SawyerW,Y,62,Gable,Normal,,0,Pave,9,AllPub,6
696,14,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,2.0,RFn,Attchd,0,0,1,1,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,BrkFace,None,SawyerW,Y,75,Gable,Normal,,0,Pave,7,AllPub,14
697,15,0.0,None,4,1Fam,No,GLQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,CulDSac,IR2,60,RL,None,None,SawyerW,Y,75,Gable,Normal,,0,Pave,9,AllPub,14
698,12,0.0,None,3,1Fam,Av,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,Fin,Attchd,0,0,0,1,0,GasA,SLvl,1,Lvl,Gtl,2,Corner,IR1,80,RL,None,None,SawyerW,Y,75,Gable,Normal,,0,Pave,8,AllPub,12
699,1,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,2.0,Fin,BuiltIn,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Inside,IR1,60,RL,None,None,CollgCr,Y,75,Gable,Partial,,0,Pave,6,AllPub,1
700,1,0.0,None,3,1Fam,Av,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,3.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,Stone,None,CollgCr,Y,90,Gable,Normal,,0,Pave,7,AllPub,1
701,0,0.0,None,3,1Fam,Gd,GLQ,Unf,1.0,Y,Norm,24,70,VinylSd,VinylSd,None,Gd,2,PConc,2,Typ,3.0,RFn,Attchd,0,1,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,Stone,None,CollgCr,Y,111,Hip,Abnorml,,0,Pave,7,AllPub,0
702,0,0.0,None,3,1Fam,Av,GLQ,Unf,1.0,Y,PosN,24,0,VinylSd,VinylSd,None,Gd,2,PConc,2,Typ,3.0,Fin,Attchd,0,0,1,1,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,Stone,None,CollgCr,Y,113,Hip,Partial,,0,Pave,8,AllPub,0
703,13,0.0,None,3,1Fam,Gd,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,Fa,1,PConc,2,Typ,3.0,Fin,Attchd,0,0,0,0,0,GasA,SLvl,1,Lvl,Gtl,2,Corner,IR2,80,RL,BrkFace,None,SawyerW,Y,90,Gable,Normal,,0,Pave,6,AllPub,13
704,42,0.0,None,2,1Fam,Gd,LwQ,ALQ,1.0,Y,Norm,26,0,Plywood,Plywood,None,Gd,1,CBlock,2,Typ,2.0,Unf,Attchd,0,0,1,0,0,GasA,1Story,1,Bnk,Gtl,2,CulDSac,IR1,20,RL,None,None,ClearCr,Y,58,Flat,Normal,,0,Pave,6,AllPub,42
705,14,3.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Low,Mod,1,Inside,Reg,20,RL,None,None,CollgCr,Y,47,Gable,Normal,,0,Pave,5,AllPub,14
706,11,0.0,None,3,1Fam,Gd,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,RFn,Attchd,1,0,1,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,BrkFace,None,CollgCr,Y,73,Gable,Normal,,0,Pave,5,AllPub,10
707,11,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,PosN,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Corner,IR1,60,RL,BrkFace,None,CollgCr,Y,60,Gable,Normal,,0,Pave,6,AllPub,11
708,8,0.0,None,3,1Fam,Mn,GLQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,IR1,60,RL,BrkFace,None,CollgCr,Y,75,Gable,Normal,,0,Pave,6,AllPub,8
709,8,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Inside,IR1,60,RL,None,Shed,CollgCr,Y,75,Gable,Normal,,0,Pave,6,AllPub,7
710,30,0.0,None,3,1Fam,Mn,ALQ,Unf,1.0,Y,Norm,24,280,HdBoard,HdBoard,None,,0,CBlock,1,Typ,2.0,Unf,Attchd,0,0,1,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,BrkFace,None,CollgCr,Y,47,Gable,Normal,,0,Pave,5,AllPub,30
711,33,10.0,None,3,1Fam,Av,ALQ,Unf,0.0,Y,Norm,20,0,HdBoard,HdBoard,MnPrv,Fa,1,CBlock,1,Typ,2.0,Unf,Detchd,0,0,0,1,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,BrkFace,None,CollgCr,Y,45,Gable,Abnorml,,0,Pave,5,AllPub,33
712,33,0.0,None,2,1Fam,No,Rec,ALQ,1.0,Y,Norm,20,239,Plywood,Wd Sdng,None,,0,CBlock,2,Min2,2.0,Fin,Attchd,0,1,0,0,0,GasA,1Story,1,Lvl,Gtl,2,CulDSac,IR1,20,RL,None,None,CollgCr,Y,45,Gable,Normal,,0,Pave,5,AllPub,7
713,7,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Inside,Reg,60,RL,BrkFace,None,CollgCr,Y,75,Gable,Normal,,0,Pave,8,AllPub,7
714,7,0.0,None,3,1Fam,Mn,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,3.0,Fin,BuiltIn,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,CulDSac,IR1,60,RL,BrkFace,None,CollgCr,Y,107,Gable,Normal,,0,Pave,7,AllPub,6
715,6,0.0,None,3,1Fam,Gd,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,3.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,CulDSac,IR2,20,RL,BrkFace,None,CollgCr,Y,92,Hip,Normal,,0,Pave,6,AllPub,5
716,5,0.0,None,4,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,2.0,RFn,BuiltIn,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,CulDSac,IR2,60,RL,None,None,CollgCr,Y,75,Gable,Normal,,0,Pave,9,AllPub,5
717,9,0.0,None,3,1Fam,Av,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,Unf,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Inside,IR1,60,RL,BrkFace,None,CollgCr,Y,90,Gable,Normal,,0,Pave,7,AllPub,8
718,4,0.0,None,1,TwnhsE,Mn,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,1,Typ,2.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,120,RM,BrkFace,None,CollgCr,Y,62,Gable,Normal,,0,Pave,3,AllPub,4
719,11,1.0,None,2,Duplex,Gd,GLQ,LwQ,2.0,Y,Norm,26,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,3.0,Unf,Attchd,1,0,0,0,0,GasA,SFoyer,2,Lvl,Gtl,2,Corner,Reg,90,RM,None,None,CollgCr,Y,58,Gable,Abnorml,,0,Pave,8,AllPub,10
720,4,0.0,None,3,1Fam,Mn,GLQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,Stone,None,CollgCr,Y,75,Gable,Normal,,0,Pave,6,AllPub,4
721,1,0.0,None,3,1Fam,No,GLQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,3.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,Reg,20,RL,Stone,None,CollgCr,Y,75,Gable,Normal,,0,Pave,6,AllPub,1
